iceciCode	Parent(s)	Title	baseExclusion	baseInclusion	relevantEntity
S.1.6.05	S.1.6	type of sport/exercise activity: ski patrolling			
S.1.6.06	S.1.6	type of sport/exercise activity: skiing - alpine/downhill			
S.1.6.07	S.1.6	type of sport/exercise activity: skiing - Nordic/cross country			
S.1.6.08	S.1.6	type of sport/exercise activity: skiing - freestyle			
S.1.6.09	S.1.6	type of sport/exercise activity: skiing - snow ski jumping			
S.1.6.10	S.1.6	type of sport/exercise activity: skiing - other specified			
S.1.6.11	S.1.6	type of sport/exercise activity: skiing - unspecified			
S.1.6.12	S.1.6	type of sport/exercise activity: snowmobiling			
S.1.6.13	S.1.6	type of sport/exercise activity: snow boarding			
S.1.6.14	S.1.6	type of sport/exercise activity: speed skating			
S.1.6.15	S.1.6	type of sport/exercise activity: tobogganing			
S.1.6.98	S.1.6	type of sport/exercise activity: other specified ice or snow sport			
S.1.6.99	S.1.6	type of sport/exercise activity: unspecified ice or snow sport			
S.1.7	S.1	Individual athletic activities			
S.1.7.01	S.1.7	type of sport/exercise activity: aerobics/callisthenics			
S.1.7.02	S.1.7	type of sport/exercise activity: jogging/running	[S.1.7.18]		
S.1.7.03	S.1.7	type of sport/exercise activity: tai chi			
S.1.7.04	S.1.7	type of sport/exercise activity: track & field - racing over obstacles or hurdles			
S.1.7.05	S.1.7	type of sport/exercise activity: track & field - sprinting (1-400 metres)			
S.1.7.06	S.1.7	type of sport/exercise activity: track & field - running middle distances (401-1,500 metres)			
S.1.7.07	S.1.7	type of sport/exercise activity: track & field - running long distances (greater than 1,500 metres)			
S.1.7.08	S.1.7	type of sport/exercise activity: track & field - high jump			
S.1.7.09	S.1.7	type of sport/exercise activity: track & field - long jump			
S.1.7.10	S.1.7	type of sport/exercise activity: track & field - pole vault			
S.1.7.11	S.1.7	type of sport/exercise activity: track & field - triple jump			
S.1.7.12	S.1.7	type of sport/exercise activity: track & field - discus			
S.1.7.13	S.1.7	type of sport/exercise activity: track & field - javelin			
S.1.7.14	S.1.7	type of sport/exercise activity: track & field - hammer throw			
S.1.7.15	S.1.7	type of sport/exercise activity: track & field - shot putt			
S.1.7.16	S.1.7	type of sport/exercise activity: track & field - other specified			
S.1.7.17	S.1.7	type of sport/exercise activity: track & field - unspecified			
S.1.7.18	S.1.7	type of sport/exercise activity: walking			
S.1.7.19	S.1.7	type of sport/exercise activity: yoga/Pilates			
S.1.7.20	S.1.7	type of sport/exercise activity: stationary aerobic exercise with equipment			
S.1.7.98	S.1.7	type of sport/exercise activity: other specified individual athletic activity			
S.1.7.99	S.1.7	type of sport/exercise activity: unspecified individual athletic activity			
S.1.8	S.1	Acrobatic sports			
S.1.8.01	S.1.8	type of sport/exercise activity: cheerleading			
S.1.8.02	S.1.8	type of sport/exercise activity: gymnastics - balance beam			
S.1.8.03	S.1.8	type of sport/exercise activity: gymnastics - floor exercise/tumbling			
S.1.8.04	S.1.8	type of sport/exercise activity: gymnastics - high bar			
S.1.8.05	S.1.8	type of sport/exercise activity: gymnastics - parallel bars			
S.1.8.06	S.1.8	type of sport/exercise activity: gymnastics - rhythmic (with props)			
S.1.8.07	S.1.8	type of sport/exercise activity: gymnastics - rings			
S.1.8.08	S.1.8	type of sport/exercise activity: gymnastics - side horse/pommel horse			
S.1.8.09	S.1.8	type of sport/exercise activity: gymnastics - trampoline/mini-trampoline			
S.1.8.10	S.1.8	type of sport/exercise activity: gymnastics - uneven parallel bars			
S.1.8.11	S.1.8	type of sport/exercise activity: gymnastics - vault			
S.1.8.12	S.1.8	type of sport/exercise activity: gymnastics - other specified			
S.1.8.13	S.1.8	type of sport/exercise activity: gymnastics - unspecified			
S.1.8.98	S.1.8	type of sport/exercise activity: other specified acrobatic sport			
S.1.8.99	S.1.8	type of sport/exercise activity: unspecified acrobatic sport			
S.1.9	S.1	Aesthetic activities			
S.1.9.01	S.1.9	type of sport/exercise activity: dancing			
S.1.9.02	S.1.9	type of sport/exercise activity: marching			
S.1.9.98	S.1.9	type of sport/exercise activity: other specified aesthetic sport			
S.1.9.99	S.1.9	type of sport/exercise activity: unspecified aesthetic sport			
S.1.98	S.1	type of sport/exercise activity:  other specified sport/exercise activity			
S.1.99	S.1	type of sport/exercise activity:  unspecified sport/exercise activity			
S.2	SPORTS_MODULE	PHASE OF ACTIVITY			
S.2.1	S.2	Training/practice			
S.2.1.1	S.2.1	phase of activity: sport-specific or skill-specific practice	[S.2.1.2]		
S.2.1.2	S.2.1	phase of activity: scrimmaging			
S.2.1.3	S.2.1	phase of activity: strength and conditioning/weight training	[S.2.1.4]		
S.2.1.4	S.2.1	phase of activity: cardiovascular training	[S.2.1.3]		
S.2.1.8	S.2.1	phase of activity: other specified training/practice			
S.2.1.9	S.2.1	phase of activity: unspecified training/practice			
S.2.2	S.2	phase of activity: pre-event			
S.2.3	S.2	phase of activity: warm-up			
S.2.4	S.2	Competition/participation			
S.2.4.1	S.2.4	phase of activity: competition/participation: first 25% of expected event duration			
S.2.4.2	S.2.4	phase of activity: competition/participation: middle 50% of expected event duration			
S.2.4.3	S.2.4	phase of activity: competition/participation: last 25% of expected event duration			
S.2.4.8	S.2.4	phase of activity: competition/participation: other (for events whose time course can not be anticipated)			
S.2.4.9	S.2.4	phase of activity: competition/participation: unspecified stage of the event			
S.2.5	S.2	phase of activity: cool down			
S.2.6	S.2	phase of activity: post-event			
S.2.7	S.2	phase of activity: recreational participation			
S.2.8	S.2	phase of activity: other specified phase or activity			
S.2.9	S.2	unspecified phase or activity			
S.3	SPORTS_MODULE	PERSONAL COUNTERMEASURES			
S.3.1	S.3	personal countermeasures: no protective devices used			
S.3.10	S.3	personal countermeasures: eye goggles/protective glasses			
S.3.11	S.3	personal countermeasures: helmet			
S.3.12	S.3	personal countermeasures: face mask/shield			
S.3.13	S.3	personal countermeasures: foot wear			
S.3.14	S.3	personal countermeasures: personal flotation device			
S.3.2	S.3	personal countermeasures: braces, guards, orthoses			
S.3.3	S.3	personal countermeasures: rigid taping of joint			
S.3.4	S.3	personal countermeasures: padding of joint, bony prominence, or muscle			
S.3.5	S.3	personal countermeasures: thermal devices			
S.3.6	S.3	personal countermeasures: splints			
S.3.7	S.3	personal countermeasures: jock strap, protective cup			
S.3.8	S.3	personal countermeasures: gloves			
S.3.9	S.3	personal countermeasures: mouth guard			
S.3.98	S.3	personal countermeasures: other specified personal countermeasure			
S.3.99	S.3	personal countermeasures: unspecified personal countermeasure			
S.4	SPORTS_MODULE	ENVIRONMENTAL COUNTERMEASURES			
S.4.1	S.4	environmental countermeasures: no protective devices used			
S.4.2	S.4	environmental countermeasures: protective padding on competition surface			
S.4.3	S.4	environmental countermeasures: padded goal posts, corner markers			
S.4.4	S.4	environmental countermeasures: barrier between area of activity and spectators/surrounds			
S.4.5	S.4	environmental countermeasures: safety restraints/vehicle restraints			
S.4.8	S.4	environmental countermeasures: other specified environmental countermeasure			
S.4.9	S.4	environmental countermeasures: unspecified environmental countermeasure			
T.1	TRANSPORT_MODULE	MODE OF TRANSPORT			
T.1.1	T.1	Pedestrian			
T.1.1.1	T.1.1	mode of transport: person on foot			
T.1.1.2	T.1.1	mode of transport: pedestrian: person using a pedestrian conveyance			
T.1.10	T.1	Special all-terrain or off-road vehicle			
T.1.10.1	T.1.10	mode of transport: snowmobile			
T.1.10.2	T.1.10	mode of transport: hovercraft operating on land or swamp			
T.1.10.8	T.1.10	mode of transport: special other specified all-terrain or off-road vehicle			
T.1.10.9	T.1.10	mode of transport: unspecified all-terrain or off-road vehicle			
T.1.11	T.1	Watercraft			
T.1.11.1	T.1.11	mode of transport: merchant ship			
T.1.11.2	T.1.11	mode of transport: passenger ship			
T.1.11.3	T.1.11	mode of transport: fishing boat, trawler			
T.1.11.4	T.1.11	mode of transport: other specified powered (motorized) watercraft			
T.1.11.5	T.1.11	mode of transport: sailboat, unpowered yacht	[T.1.11.8]		
T.1.11.8	T.1.11	mode of transport: other specified unpowered watercraft			
T.1.11.9	T.1.11	mode of transport: watercraft, unspecified as powered or unpowered			
T.1.12	T.1	Aircraft			
T.1.12.1	T.1.12	mode of transport: powered aircraft	[T.1.12.4]		
T.1.12.2	T.1.12	mode of transport: unpowered aircraft			
T.1.12.4	T.1.12	mode of transport: space craft			
T.1.12.5	T.1.12	mode of transport: parachute used in descent from damaged aircraft			
T.1.12.6	T.1.12	mode of transport: parachute used in descent from undamaged aircraft			
T.1.12.9	T.1.12	mode of transport: unspecified aircraft			
T.1.2	T.1	mode of transport: pedal cycle			
T.1.3	T.1	Other non-motorised transport device			
T.1.3.1	T.1.3	mode of transport: animal-drawn vehicle			
T.1.3.2	T.1.3	mode of transport: animal being ridden			
T.1.3.8	T.1.3	mode of transport: other specified non-motorized transport device			
T.1.3.9	T.1.3	mode of transport: unspecified non-motorized transport device			
T.1.4	T.1	Two-wheeled motor vehicle			
T.1.4.1	T.1.4	mode of transport: motorized bicycle	[T.1.5]		
T.1.4.2	T.1.4	mode of transport: motorcycle			
T.1.4.8	T.1.4	mode of transport: other specified two-wheeled motor vehicle			
T.1.4.9	T.1.4	mode of transport: unspecified two-wheeled motor vehicle			
T.1.5	T.1	mode of transport: three-wheeled motor vehicle			
T.1.6	T.1	Light transport vehicle with four or more wheels			
T.1.6.1	T.1.6	mode of transport: motor car, station wagon, minivan, jeep, sport utility vehicle, 4x4	[T.1.6.2,T.1.6.4]		
T.1.6.2	T.1.6	mode of transport: minibus, passenger van	[T.1.6.4,T.1.6.1,T.1.7.1]		
T.1.6.3	T.1.6	mode of transport: pick-up truck, goods or work van, ambulance, motor home	[T.1.6.1,T.1.6.2]		
T.1.6.4	T.1.6	mode of transport: light transport vehicle with four or more wheels used in sport and leisure activities			
T.1.6.8	T.1.6	mode of transport: other specified light transport vehicle with four or more wheels			
T.1.6.9	T.1.6	mode of transport: unspecified light transport vehicle with four or more wheels			
T.1.7	T.1	Heavy transport vehicle			
T.1.7.1	T.1.7	mode of transport: bus or coach	[T.1.6.2]		
T.1.7.2	T.1.7	mode of transport: truck	[T.1.6.3]		
T.1.7.8	T.1.7	mode of transport: other specified heavy transport vehicle			
T.1.7.9	T.1.7	mode of transport: unspecified heavy transport vehicle			
T.1.8	T.1	Rail vehicle			
T.1.8.1	T.1.8	mode of transport: railway train			
T.1.8.2	T.1.8	mode of transport: rail vehicle: streetcar, tram			
T.1.8.3	T.1.8	mode of transport: funicular, monorail	[T.1.98]		
T.1.8.8	T.1.8	mode of transport: other specified rail vehicle			
T.1.8.9	T.1.8	mode of transport: unspecified rail vehicle			
T.1.9	T.1	Special industrial, agricultural, or construction vehicle			
T.1.9.1	T.1.9	mode of transport: special vehicle used in industry			
T.1.9.2	T.1.9	mode of transport: special vehicle used in agriculture			
T.1.9.3	T.1.9	mode of transport: special vehicle used in construction			
T.1.98	T.1	mode of transport: other specified mode of transport			
T.1.99	T.1	mode of transport: unspecified mode of transport			
T.2	TRANSPORT_MODULE	ROLE OF THE INJURED PERSON			
T.2.1	T.2	role of the injured person: person on foot, bystander			
T.2.2	T.2	role of the injured person: driver, rider, or operator	[T.2.4]		
T.2.3	T.2	role of the injured person: passenger	[T.2.4,T.2.5]		
T.2.4	T.2	role of the injured person: person boarding or alighting a vehicle			
T.2.5	T.2	role of the injured person: person on outside of vehicle			
T.2.6	T.2	role of the injured person: vehicle occupant not otherwise specified			
T.2.8	T.2	role of the injured person: other specified role of the injured person			
T.2.9	T.2	role of the injured person: unspecified role of the injured person			
T.3	TRANSPORT_MODULE	COUNTERPART			
T.3.1	T.3	Pedestrian			
T.3.1.1	T.3.1	counterpart: person on foot			
T.3.1.2	T.3.1	counterpart: pedestrian: person using a pedestrian conveyance			
T.3.10	T.3	Special all-terrain or off-road vehicle			
T.3.10.1	T.3.10	counterpart: snowmobile			
T.3.10.2	T.3.10	counterpart: hovercraft operating on land or swamp			
T.3.10.8	T.3.10	counterpart: other specified all-terrain or off-road vehicle			
T.3.10.9	T.3.10	counterpart: unspecified all-terrain or off-road vehicle			
T.3.11	T.3	Watercraft			
T.3.11.1	T.3.11	counterpart: merchant ship	[T.3.11.2]		
T.3.11.2	T.3.11	counterpart: passenger ship			
T.3.11.3	T.3.11	counterpart: fishing boat, trawler			
T.3.11.4	T.3.11	counterpart: other specified powered (motorized) watercraft			
T.3.11.5	T.3.11	counterpart: sailboat, unpowered yacht	[T.3.11.8]		
T.3.11.8	T.3.11	counterpart: other specified unpowered watercraft			
T.3.11.9	T.3.11	counterpart: watercraft, unspecified as powered or unpowered			
T.3.12	T.3	Aircraft			
T.3.12.1	T.3.12	counterpart: powered aircraft	[T.3.12.4]		
T.3.12.2	T.3.12	counterpart: unpowered aircraft			
T.3.12.4	T.3.12	counterpart: space craft			
T.3.12.5	T.3.12	counterpart: parachute used in descent from damaged aircraft			
T.3.12.6	T.3.12	counterpart: parachute used in descent from undamaged aircraft			
T.3.12.9	T.3.12	counterpart: unspecified aircraft			
T.3.13	T.3	Fixed or stationary object			
T.3.13.1	T.3.13	Vehicle parked at the side of a road or in a parking lot			
T.3.13.2	T.3.13	counterpart: small loose object			
T.3.13.3	T.3.13	counterpart: small or light fixed object			
T.3.13.4	T.3.13	counterpart: large or heavy fixed object			
T.3.13.8	T.3.13	counterpart: other specified fixed or stationary object			
T.3.13.9	T.3.13	counterpart: unspecified fixed or stationary object			
T.3.14	T.3	Animal			
T.3.14.1	T.3.14	counterpart: unattended animal			
T.3.14.2	T.3.14	counterpart: animal being herded			
T.3.14.8	T.3.14	counterpart: other specified animal	[T.3.3.1]		
T.3.14.9	T.3.14	counterpart: unspecified animal			
T.3.15	T.3	No counterpart			
T.3.15.1	T.3.15	no counterpart: sudden movement of vehicle, without collision, resulted in injury			
T.3.15.2	T.3.15	no counterpart: rollover of vehicle without collision			
T.3.15.9	T.3.15	no counterpart: unspecified			
T.3.2	T.3	counterpart: pedal cycle			
T.3.3	T.3	Other non-motorised transport device			
T.3.3.1	T.3.3	counterpart: animal-drawn vehicle			
T.3.3.2	T.3.3	counterpart: animal being ridden			
T.3.3.8	T.3.3	counterpart: other specified non-motorized transport device			
T.3.3.9	T.3.3	counterpart: unspecified non-motorized transport device			
T.3.4	T.3	Two-wheeled motor vehicle			
T.3.4.1	T.3.4	counterpart: motorized bicycle	[T.3.5]		
T.3.4.2	T.3.4	counterpart: motorcycle			
T.3.4.8	T.3.4	counterpart: other specified two-wheeled motor vehicle			
T.3.4.9	T.3.4	counterpart: unspecified two-wheeled motor vehicle			
T.3.5	T.3	counterpart: three-wheeled motor vehicle			
T.3.6	T.3	Light transport vehicle with four or more wheels			
T.3.6.1	T.3.6	counterpart: motor car, station wagon, minivan, jeep, sport utility vehicle, 4x4	[T.3.6.2,T.3.6.4]		
T.3.6.2	T.3.6	counterpart: minibus, passenger van	[T.3.6.4,T.3.6.1,T.3.7.1]		
T.3.6.3	T.3.6	counterpart: pick-up truck, goods or work van, ambulance, motor home	[T.3.6.1,T.3.6.2]		
T.3.6.4	T.3.6	counterpart: light transport vehicle with four or more wheels used in sport and leisure activities			
T.3.6.8	T.3.6	counterpart: other specified light transport vehicle with four or more wheels			
T.3.6.9	T.3.6	counterpart: unspecified light transport vehicle with four or more wheels			
T.3.7	T.3	Heavy transport vehicle			
T.3.7.1	T.3.7	counterpart: bus or coach	[T.3.6.2]		
T.3.7.2	T.3.7	counterpart: truck	[T.3.6.3]		
T.3.7.8	T.3.7	counterpart: other specified heavy transport vehicle			
T.3.7.9	T.3.7	counterpart: unspecified heavy transport vehicle			
T.3.8	T.3	Rail vehicle			
T.3.8.1	T.3.8	counterpart: railway train			
T.3.8.2	T.3.8	counterpart: rail streetcar, tram			
T.3.8.3	T.3.8	counterpart: funicular, monorail	[T.3.98]		
T.3.8.8	T.3.8	counterpart: other specified rail vehicle			
T.3.8.9	T.3.8	counterpart: unspecified rail vehicle			
T.3.9	T.3	Special industrial, agricultural, or construction vehicle			
T.3.9.1	T.3.9	counterpart: special vehicle used in industry			
T.3.9.2	T.3.9	counterpart: special vehicle used in agriculture			
T.3.9.3	T.3.9	counterpart: special vehicle used in construction			
T.3.98	T.3	counterpart: other specified counterpart			
T.3.99	T.3	counterpart: unspecified counterpart			
T.4	TRANSPORT_MODULE	TYPE OF TRANSPORT INJURY EVENT			
T.4.1	T.4	type of transport injury event:  land transport traffic injury event			
T.4.2	T.4	type of transport injury event: land transport non-traffic injury event			
T.4.3	T.4	type of transport injury event: land transport injury event - unspecified whether traffic or non-traffic			
T.4.4	T.4	type of transport injury event: transport vehicle is site of injury event			
T.4.5	T.4	type of transport injury event: water transport crash or collision			
T.4.6	T.4	type of transport injury event: air or space transport crash or collision			
T.4.8	T.4	type of transport injury event: other specified type of transport injury event			
T.4.9	T.4	type of transport injury event: unspecified type of transport injury event			
V.1	VIOLENCE_MODULE	PROXIMAL RISK FACTORS FOR INTENTIONAL SELF-HARM			
V.1.1	V.1	Conflict in relationship with family member, partner, or friend			
V.1.1.1	V.1.1	proximal risk factors for intentional self-harm: Conflict in relationship with spouse, partner, boy/girlfriend			
V.1.1.2	V.1.1	proximal risk factors for intentional self-harm: Conflict in relationship with parent			
V.1.1.3	V.1.1	proximal risk factors for intentional self-harm: Conflict in relationship with offspring			
V.1.1.8	V.1.1	proximal risk factors for intentional self-harm: Conflict in relationship with other specified family member, partner, or friend			
V.1.1.9	V.1.1	proximal risk factors for intentional self-harm: Conflict in relationship with unspecified family member, partner, or friend			
V.1.2	V.1	Death of a relative, partner, or friend			
V.1.2.1	V.1.2	proximal risk factors for intentional self-harm: Suicide of a relative, partner or friend			
V.1.2.8	V.1.2	proximal risk factors for intentional self-harm: Other manner of death of a relative, partner or friend			
V.1.2.9	V.1.2	proximal risk factors for intentional self-harm: Unspecified manner of death of a relative, partner or friend			
V.1.3	V.1	Physical problem			
V.1.3.1	V.1.3	proximal risk factors for intentional self-harm: HIV/AIDS			
V.1.3.2	V.1.3	proximal risk factors for intentional self-harm: Unwanted pregnancy			
V.1.3.8	V.1.3	proximal risk factors for intentional self-harm: Other specified physical problem			
V.1.3.9	V.1.3	proximal risk factors for intentional self-harm: Unspecified physical problem			
V.1.4	V.1	Psychological/psychiatric condition			
V.1.4.1	V.1.4	proximal risk factors for intentional self-harm: Substance abuse			
V.1.4.2	V.1.4	proximal risk factors for intentional self-harm: Post-partum depression	[V.1.4.8]		
V.1.4.8	V.1.4	proximal risk factors for intentional self-harm: Other specified psychological/psychiatric condition			
V.1.4.9	V.1.4	proximal risk factors for intentional self-harm: Unspecified psychological/psychiatric condition			
V.1.5	V.1	Income-related/financial problem			
V.1.5.1	V.1.5	Work-related			
V.1.5.2	V.1.5	proximal risk factors for intentional self-harm: Dowry			
V.1.5.8	V.1.5	proximal risk factors for intentional self-harm: Other specified income-related/financial problem			
V.1.5.9	V.1.5	proximal risk factors for intentional self-harm: Other unspecified income-related/financial problem			
V.1.6	V.1	Abuse			
V.1.6.1	V.1.6	proximal risk factors for intentional self-harm: Sexual abuse			
V.1.6.2	V.1.6	proximal risk factors for intentional self-harm: Physical abuse			
V.1.6.3	V.1.6	proximal risk factors for intentional self-harm: Neglect			
V.1.6.8	V.1.6	proximal risk factors for intentional self-harm: Other specified abuse			
V.1.6.9	V.1.6	proximal risk factors for intentional self-harm: Unspecified abuse			
V.1.7	V.1	proximal risk factors for intentional self-harm: Legal system encounters			
V.1.8	V.1	Other specified proximal risk factor			
V.1.8.1	V.1.8	proximal risk factors for intentional self-harm: School-related problem			
V.1.8.2	V.1.8	proximal risk factors for intentional self-harm: Religious belief/affiliation			
V.1.8.3	V.1.8	proximal risk factors for intentional self-harm: Cultural issue			
V.1.8.8	V.1.8	proximal risk factors for intentional self-harm: Other specified proximal risk factor			
V.1.9	V.1	proximal risk factors for intentional self-harm: Unspecified proximal risk factor			
V.2	VIOLENCE_MODULE	PREVIOUS SUICIDE ATTEMPT			
V.2.1	V.2	previous suicide attempt: No			
V.2.2	V.2	previous suicide attempt: Yes			
V.3	VIOLENCE_MODULE	PERPETRATOR/VICTIM RELATIONSHIP			
V.3.1	V.3	Spouse or partner			
V.3.1.1	V.3.1	perpetrator/victim relationship: Legal spouse	[V.3.1.4]		
V.3.1.2	V.3.1	perpetrator/victim relationship: Cohabiting partner			
V.3.1.3	V.3.1	perpetrator/victim relationship: Non-cohabiting partner	[V.3.5.2]		
V.3.1.4	V.3.1	perpetrator/victim relationship: Ex-spouse			
V.3.1.5	V.3.1	perpetrator/victim relationship: Ex-partner			
V.3.1.9	V.3.1	perpetrator/victim relationship: Unspecified spouse or partner			
V.3.2	V.3	Parent	[V.3.4.1]		
V.3.2.1	V.3.2	perpetrator/victim relationship: Father/Mother	[V.3.2.2]		
V.3.2.2	V.3.2	perpetrator/victim relationship: Step-parent			
V.3.2.9	V.3.2	perpetrator/victim relationship: Unspecified parent			
V.3.3	V.3	Other relative			
V.3.3.1	V.3.3	perpetrator/victim relationship: Full sibling			
V.3.3.2	V.3.3	perpetrator/victim relationship: Partial sibling/half sibling			
V.3.3.3	V.3.3	perpetrator/victim relationship: Step-sibling			
V.3.3.4	V.3.3	perpetrator/victim relationship: Grandparent			
V.3.3.5	V.3.3	perpetrator/victim relationship: Offspring			
V.3.3.6	V.3.3	perpetrator/victim relationship: Other blood relative			
V.3.3.7	V.3.3	perpetrator/victim relationship: In-laws			
V.3.3.8	V.3.3	perpetrator/victim relationship: Other specified relative			
V.3.3.9	V.3.3	perpetrator/victim relationship: Unspecified relative			
V.3.4	V.3	Unrelated care giver			
V.3.4.1	V.3.4	perpetrator/victim relationship: Foster parent			
V.3.4.2	V.3.4	perpetrator/victim relationship: Care giver in institution			
V.3.4.3	V.3.4	perpetrator/victim relationship: Health care provider			
V.3.4.8	V.3.4	perpetrator/victim relationship: Other specified unrelated care giver	[V.3.5.1]		
V.3.4.9	V.3.4	perpetrator/victim relationship: Unspecified unrelated care giver			
V.3.5	V.3	Acquaintance or friend			
V.3.5.1	V.3.5	perpetrator/victim relationship: Parent�â��s partner	[V.3.2.2]		
V.3.5.2	V.3.5	perpetrator/victim relationship: Date			
V.3.5.3	V.3.5	perpetrator/victim relationship: Roommate	[V.3.7]		
V.3.5.4	V.3.5	perpetrator/victim relationship: Business relation			
V.3.5.5	V.3.5	perpetrator/victim relationship: Neighbour			
V.3.5.6	V.3.5	perpetrator/victim relationship: Institutional co-member			
V.3.5.7	V.3.5	perpetrator/victim relationship: Other specified friend			
V.3.5.8	V.3.5	perpetrator/victim relationship: Other specified acquaintance			
V.3.5.9	V.3.5	perpetrator/victim relationship: Unspecified acquaintance or friend			
V.3.6	V.3	Official or legal authority			
V.3.6.1	V.3.6	perpetrator/victim relationship: Official or legal authority: Military	[V.3.6.2,V.3.6.3]		
V.3.6.2	V.3.6	perpetrator/victim relationship: Official or legal authority: Police	[V.3.6.1,V.3.6.4,V.3.6.3]		
V.3.6.3	V.3.6	perpetrator/victim relationship: Other national/official authority			
V.3.6.4	V.3.6	perpetrator/victim relationship: Other security group			
V.3.6.5	V.3.6	perpetrator/victim relationship: Official or legal authority: Civilian authority	[V.3.6.4]		
V.3.6.8	V.3.6	perpetrator/victim relationship: Other specified official or legal authority			
V.3.6.9	V.3.6	perpetrator/victim relationship: Unspecified official or legal authority			
V.3.7	V.3	Stranger			
V.3.7.1	V.3.7	perpetrator/victim relationship: Stranger:  Vigilante group			
V.3.7.2	V.3.7	perpetrator/victim relationship: Stranger:  Mob			
V.3.7.8	V.3.7	perpetrator/victim relationship: Other specified stranger			
V.3.7.9	V.3.7	perpetrator/victim relationship: Stranger			
V.3.8	V.3	Other specified relationship			
V.3.8.1	V.3.8	perpetrator/victim relationship: Prisoner/detainee			
V.3.8.2	V.3.8	perpetrator/victim relationship: Person executing a felony/crime			
V.3.8.3	V.3.8	perpetrator/victim relationship: Person interceding in a crime			
V.3.8.8	V.3.8	perpetrator/victim relationship: Other specified relationship			
V.3.9	V.3	perpetrator/victim relationship: Unspecified relationship			
V.4	VIOLENCE_MODULE	SEX OF PERPETRATOR			
V.4.1	V.4	sex of perpetrator: Male			
V.4.2	V.4	sex of perpetrator: Female			
V.4.9	V.4	sex of perpetrator: Unknown			
V.5	VIOLENCE_MODULE	CONTEXT OF ASSAULT			
V.5.1	V.5	Altercation	[V.5.3]		
V.5.1.1	V.5.1	About family issues			
V.5.1.1.1	V.5.1.1	context of assault: Altercation about family issues: children			
V.5.1.1.2	V.5.1.1	context of assault: Altercation about family issues: in-laws			
V.5.1.1.3	V.5.1.1	context of assault: Altercation about family issues: dowry issues			
V.5.1.1.4	V.5.1.1	context of assault: Altercation about family issues: family honour			
V.5.1.1.8	V.5.1.1	context of assault: Altercation about other specified family issues			
V.5.1.1.9	V.5.1.1	context of assault: Altercation about unspecified family issues			
V.5.1.2	V.5.1	About personal issues			
V.5.1.2.1	V.5.1.2	context of assault: Altercation about current love relationship			
V.5.1.2.2	V.5.1.2	context of assault: Altercation about terminating a love relationship			
V.5.1.2.3	V.5.1.2	context of assault: Altercation about sex	[V.5.4]		
V.5.1.2.8	V.5.1.2	context of assault: Altercation about other specified personal issues			
V.5.1.2.9	V.5.1.2	context of assault: Altercation about unspecified personal issues			
V.5.1.3	V.5.1	About personally-held views			
V.5.1.3.1	V.5.1.3	context of assault: Altercation about personally-held views regarding politics			
V.5.1.3.2	V.5.1.3	context of assault: Altercation about personally-held views regarding religious or spiritual matters			
V.5.1.3.3	V.5.1.3	context of assault: Altercation about personally-held views regarding cultural issues			
V.5.1.3.4	V.5.1.3	context of assault: Altercation about personally-held views regarding racial/ethnic issues			
V.5.1.3.5	V.5.1.3	context of assault: Altercation about personally-held views regarding issues of gender and/or sexual orientation			
V.5.1.3.8	V.5.1.3	context of assault: Altercation regarding other specified personal views			
V.5.1.3.9	V.5.1.3	context of assault: Altercation regarding unspecified personal views			
V.5.1.4	V.5.1	About business/financial issues			
V.5.1.4.1	V.5.1.4	context of assault: Altercation about loss of employment			
V.5.1.4.2	V.5.1.4	context of assault: Altercation about other financial losses related to employment or business	[V.5.3]		
V.5.1.4.3	V.5.1.4	context of assault: Other employment disputes			
V.5.1.4.4	V.5.1.4	context of assault: Altercation about money or property			
V.5.1.4.8	V.5.1.4	context of assault: Altercation about other specified business/financial issue			
V.5.1.4.9	V.5.1.4	context of assault: Altercation about unspecified business/financial issue			
V.5.1.5	V.5.1	About sports and other leisure			
V.5.1.5.1	V.5.1.5	context of assault: Altercation about gambling			
V.5.1.5.2	V.5.1.5	context of assault: Altercation about sports	[V.5.1.5.1]		
V.5.1.5.8	V.5.1.5	context of assault: Altercation about other specified leisure activity			
V.5.1.5.9	V.5.1.5	context of assault: Altercation about unspecified leisure activity			
V.5.1.8	V.5.1	Other specified altercation			
V.5.1.8.1	V.5.1.8	context of assault: Altercation about traffic			
V.5.1.8.2	V.5.1.8	context of assault: Malicious misconduct			
V.5.1.8.3	V.5.1.8	context of assault: Bullying, intimidation			
V.5.1.8.4	V.5.1.8	context of assault: Altercation about  past altercation			
V.5.1.8.8	V.5.1.8	context of assault: Other specified altercation			
V.5.1.9	V.5.1	context of assault: Unspecified altercation			
V.5.2	V.5	Illegal acquisition or attempted illegal acquisition of money or property	[V.5.3,V.5.6.2]		
V.5.2.1	V.5.2	context of assault: Burglary			
V.5.2.2	V.5.2	Robbery			
V.5.2.2.1	V.5.2.2	context of assault: Unarmed robbery			
V.5.2.2.2	V.5.2.2	context of assault: Armed robbery			
V.5.2.2.9	V.5.2.2	context of assault: Unspecified robbery			
V.5.2.8	V.5.2	context of assault: Other specified illegal/attempted illegal acquisition			
V.5.2.9	V.5.2	context of assault: Unspecified illegal/attempted illegal acquisition			
V.5.3	V.5	Drug-related incident			
V.5.3.1	V.5.3	context of assault: Selling drugs/drug business			
