ORPHA|ORPHANAME|CONCEPTID|TITLE|SHORT DEFINITION
101|Dentatorubropallidoluysian atrophy|http://who.int/icd#2895_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Dentatorubral-pallidoluysian atrophy|"Dentatorubral pallidoluysian atrophy (DRPLA) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by involuntary movements, ataxia, epilepsy, mental disorders, cognitive decline and prominent anticipation. "
102|Multiple system atrophy|http://who.int/icd#4740_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|Multiple system atrophy|"Multiple system atrophy (MSA) is a rare neurodegenerative disorder characterized by varied combinations of parkinsonian, cerebellar, autonomic (erectile dysfunction, bladder dysfunction) and pyramidal features.The disease belongs to the group of alpha-synucleinopathies, a group of diseases characterized by aggregation of alpha-synuclein in affected brain regions. "
103|Optic atrophy|http://who.int/icd#H47.2|Optic atrophy|"Optic atrophies (OA) refer to a specific group of hereditary optic neuropathies in which the cause of the optic nerve dysfunction is inherited either in an autosomal dominant or autosomal recessive pattern. Autosomal dominant optic atrophy (ADOA), type Kjer, is the most common OA, whereas autosomal recessive optic atrophy (AROA) is a rare form. "
107|BOR syndrome|http://who.int/icd#7062_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Branchio-oto-renal syndrome|"Branchiootorenal (BOR) syndrome is characterized by branchial arch anomalies (branchial clefts, fistulae, cysts), hearing impairment (malformations of the auricle with pre-auricular pits, conductive or sensorineural hearing impairment), and renal malformations (urinary tree malformation, renal hypoplasia or agenesis, renal dysplasia, renal cysts). "
110|Bardet-Biedl syndrome|http://who.int/icd#11440_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Bardet-Biedl syndrome|"Bardet-Biedl syndrome is a ciliopathy with multisystem involvement that is characterized by a combination of clinical signs: obesity, pigmentary retinopathy, post-axial polydactyly, polycystic kidneys, hypogenitalism, and learning disabilities, many of which appear several years after disease onset. "
111|Barth syndrome|http://who.int/icd#1496_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Barth syndrome|"Barth syndrome is an inborn error of phospholipid metabolism characterized by dilated cardiomyopathy (DCM), skeletal myopathy, neutropenia, growth delay and organic aciduria. "
112|Bartter syndrome|http://who.int/icd#14058_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Bartter syndrome|"Bartter syndrome is a genetic renal tubular disease characterised by the association of hypokalemic alkalosis, increased levels of plasma renin and aldosterone, low blood pressure and vascular resistance to angiotensin II. Two forms of the disease can be distinguished according to clinical criteria: an antenatal or infantile Bartter syndrome (most patients with genotypes I, II and IV), characterized by polyhydramnios, premature delivery, polyuria, dehydration, hypercalciuria and nephrocalcinosis; and classical Bartter syndrome (mostly patients with genotype III, but also some type IV patients), manifesting as polyuria-polydipsia in infancy-childhood through to adulthood, dehydration and a variable delay in the height-weight growth curve."
113|Bazex-Dupré-Christol syndrome|http://who.int/icd#3255_588c79f3_df65_43e0_903d_add110bf20de|Bazex-Dupré-Christol syndrome|"Bazex-Dupré-Christol syndrome is a rare genodermatosis with a predisposition to early-onset basal cell carcinomas. It manifests during the neonatal period or during infancy with hypotrichosis, hypohidrosis, and milia. Follicular atrophoderma is frequent and most common on the dorsum of the hands and feet, the extensor surfaces of the elbows and knees, and the face. Hypotrichosis affects the scalp and sometimes the eyebrows. The milia papules and basal cell carcinomas are located predominantly on the face. "
114|Auriculoosteodysplasia|http://who.int/icd#10208_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Auriculo-osteodysplasia|"Auriculoosteodysplasia is a very rare condition characterized by multiple osseous dysplasia, characteristic ear shape (elongation of the lobe that is attached and accompanied by a small, slightly posterior lobule) and somewhat short stature. "
115|Congenital contractural arachnodactyly|http://who.int/icd#4202_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Congenital contractural arachnodactyly [Beals syndrome]|"Congenital contractural arachnodactyly (CCA, Beals syndrome) is a connective tissue disorder characterized by multiple flexion contractures, arachnodactyly, severe kyphoscoliosis, abnormal pinnae and muscular hypoplasia. Although the clinical features can be similar to Marfan syndrome (MFS), multiple joint contractures (especially of the elbow, knee, and finger joints), and crumpled ears in the absence of significant aortic root dilatation are characteristic of Beals syndrome and rarely found in MFS. "
116|Beckwith-Wiedemann syndrome|http://who.int/icd#11836_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Beckwith-Wiedemann syndrome|"Beckwith-Wiedemann syndrome (BWS) is a genetic disorder characterized by overgrowth, tumor predisposition and congenital malformations."
118|Beta-mannosidosis|http://who.int/icd#4510_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Beta-mannosidosis|"Beta-mannosidosis is a rare lysosomal disorder that belongs to the group of oligosaccharidoses. It is characterized by the intracellular accumulation of a disaccharide due to the deficient activity of lysosomal beta-mannosidase. Clinical manifestations include intellectual deficit, hearing loss, sometimes neurological symptoms such as hypotonia and convulsions, dysmorphic features, and repeated respiratory infections. "
119|Autosomal recessive limb-girdle muscular dystrophy type 2E|http://who.int/icd#715_e9c55f4e_825c_45d7_ba2c_0fdc673d688a|"Limb-girdle muscular dystrophy 2E, beta-sarcoglycan deficiency"|"Autosomal recessive limb-girdle muscular dystrophy type 2E belongs to a group of genetically determined, progressive muscle weakness disorders, in which the pelvic or shoulder girdle musculature is predominantly or primarily involved. LGMD 2E is transmitted as an autosomal recessive form and  is characterized by scapular winging and calf hypertrophy. "
120|Biermer's disease|http://who.int/icd#D51.00|Vitamin B12 deficiency anaemia due to intrinsic factor deficiency|"Biermer's disease, also called acquired pernicious anemia, is a disorder in vitamin B12 (cobalamin) absorption characterized by megaloblastic anemia and gastrointestinal symptoms, and that can lead to neurological abnormalities. "
122|Birt-Hogg-Dube syndrome|http://who.int/icd#5445_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Birt-Hogg-Dubé syndrome|"Birt-Hogg-Dube syndrome is a rare clinicopathologic condition characterized by skin lesions, kidney tumors, and pulmonary cysts that may be associated with pneumothorax. "
123|Bjˆrnstad syndrome|http://who.int/icd#7524_98ae51f9_6af8_41ef_b732_06c5fb864693|Björnstad syndrome|Björnstad syndrome is a genetic syndrome characterized by congenital sensorineural hearing loss and pili torti. 
124|Blackfan-Diamond disease|http://who.int/icd#418_8e8fddc4_a502_4bf4_b128_ebfca1d73928|Blackfan-Diamond syndrome|"Blackfan-Diamond anemia is a congenital aregenerative and often macrocytic anemia with erythroblastopenia. Over half of all DBA patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre-Robin syndrome and cleft palate), thumb and urogenital anomalies. "
125|Bloom syndrome|http://who.int/icd#2046_07368d94_d861_421b_b2a0_264c49b96108|Bloom syndrome|"Bloom syndrome is a rare autosomal recessive disorder belonging to a group of chromosomal breakage syndromes, and is characterized by marked genetic instability, including a high level of sister chromatid exchanges, associated with a greatly increased predisposition to a wide range of cancers commonly affecting the general population. The constant clinical features of BS are proportionate pre- and postnatal growth retardation and cancer predisposition. Additional clinical features include dolichocephaly, facial sun-sensitive telangiectatic erythema, patchy areas of hyper- and hypopigmentation of the skin and moderate to severe immunodeficiency manifested by recurrent respiratory tract and gastrointestinal infections. "
126|Blepharophimosis - epicanthus inversus - ptosis|http://who.int/icd#6780_890e173e_8bc7_44a1_9345_a738531fdd8e|Blepharophimosis - epicanthus inversus - ptosis|"Blepharophimosis-ptosis-epicanthus inversus syndrome (BPES) is a rare genetic condition characterized by blepharophimosis (general reduction of palpebral aperture), ptosis, telecanthus (increased distance between inner canthi), epicanthus inversus (a skin fold arising in the lower eyelid and extending upwards, partially covering the inner canthus). Two subtypes of BPES are observed. In type 1, palpebral anomalies are associated with female infertility due to ovarian failure and premature menopause. In type 2, only palpebral anomalies are observed."
127|Borjeson-Forssman-Lehmann syndrome|http://who.int/icd#11770_b047675b_e7d6_403d_8ca9_f59ab5570ff4|Börjeson-Forssman-Lehmann syndrome|"Borjeson-Forssman-Lehmann syndrome is characterised by the association of intellectual deficit with endocrine anomalies, epilepsy, hypogonadism and facial dysmorphism. "
130|Brugada syndrome|http://who.int/icd#4147_e9c55f4e_825c_45d7_ba2c_0fdc673d688a|Brugada syndrome|"Brugada syndrome is a cardiac rythm disorder that manifests with ST segment elevation in right precordial leads (V1 to V3), incomplete or complete right bundle branch block, and susceptibility to ventricular tachyarrhythmia and sudden death. "
132|Butyrylcholinesterase deficiency|http://who.int/icd#5863_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Butyrylcholinesterase deficiency|"Butyrylcholinesterase (BChE) deficiency is a metabolic disorder characterised by prolonged apnoea after the use of certain anaesthetic drugs, including the muscle relaxants succinylcholine or mivacurium and other ester local anaesthetics. The duration of the prolonged apnoea varies significantly depending on the extent of the enzyme deficiency. "
133|Chronic berylliosis|http://who.int/icd#J63.2|Berylliosis|"Chronic beryllium disease  also know as berylliosis is an occupational hypersensitivity disorder caused by beryllium exposure at the workplace. It is characterised by non-caseating, non-necrotising granulomata within affected organs, most frequently lung and skin. "
134|Ketoacidosis due to betaketothiolase deficiency|http://who.int/icd#2288_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Ketoacidosis due to beta-ketothiolase deficiency|"Ketoacidosis due to betaketothiolase deficiency is a ketolysis disorder characterized by normal early development followed by a progressive loss of mental and motor skills, intermittent ketoacidotic episodes, with no clinical symptoms between episodes. Ketoacidotic episodes are usually severe and sometimes accompanied by lethargy/coma."
135|CACH syndrome|http://who.int/icd#22305_588c79f3_df65_43e0_903d_add110bf20de|CACH syndrome|"CACH syndrome (Childhood Ataxia with Central nervous system Hypomyelination) or VWM (Vanishing White Matter) is a recessive autosomal leukoencephalopathy  characterized by an onset between 2 and 5 years of age, with a cerebello-spastic syndrome exacerbated by episodes of fever or head trauma leading to death after 5 to 10 years of disease evolution, a diffuse involvement of the white matter on cerebral MRI with cavitation,  and neuropathologic findings consistent with a cavitating orthochromatic leukodystrophy."
136|CADASIL syndrome|http://who.int/icd#7830_dd0250d2_e8cd_4c48_a93f_7997cc1c8b07|CADASIL syndrome|"CADASIL is the acronym for Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leucoencephalopathy. CADASIL is a genetic disease transmitted in an autosomal dominant pattern. It is associated with cerebral vascular accidents, mainly ischemic events (lacunar infarcts), and migraine with or without aura. "
137|CDG syndrome|http://who.int/icd#4851_6bc3f235_b24a_493e_a8a3_60cb9fb52dbd|Congenital disorders of glycosylation and other disorders of protein modification|Congenital Disorders of Glycosylation (CDG) syndromes are a group of glycoprotein synthesis disorders characterized by neurological manifestations that can be associated with multivisceral involvement. The CDG syndromes are associated with different enzymatic deficits.
